ch_0,ch_1,ch_2
-0.01437723130948143,-0.010506323633308057,-0.0024594842216174584
-0.018640434063854627,-0.010765974366222508,-0.0048600913942209445
-0.021996449504513294,-0.013467778444464784,-0.00899843143997714
-0.02460514588165097,-0.018130935131921433,-0.010032723366748542
-0.026834661184693687,-0.023238444555317983,-0.009068709914572537
-0.028238941013114527,-0.027583431801758707,-0.012891412552562542
-0.029768498279736377,-0.031365820177597925,-0.0242188798438292
-0.030604020139435306,-0.03386757816770114,-0.03904917321051471
-0.027088462957181036,-0.03518141238600947,-0.050727099733194336
-0.02086729909933638,-0.03471422678558156,-0.05530381531571038
-0.018741437088465318,-0.030230730772018433,-0.05061587580712512
-0.02079411751765292,-0.0233538758038776,-0.043650739826262
-0.02085098640236538,-0.01862777571659535,-0.03581762211979367
-0.018807066226145253,-0.013564175787905697,-0.029699760489165783
-0.017825444956542924,-0.007646366611879785,-0.028071905035176314
-0.01777119359758217,-0.004798628197022481,-0.030256054742494598
-0.020586378013831563,-0.004496437668422004,-0.03363711221027188
-0.025322658984805457,-0.005266780590318376,-0.036487308534560725
-0.030215403967304155,-0.004836990683543263,-0.03691701203933917
-0.03258155629737303,-0.0015300431641662726,-0.03562403071555309
-0.03162785651511513,0.002687722599148401,-0.03530910180415958
-0.030666753445984796,0.004720354809251148,-0.036030080082127824
-0.03001657569257077,0.004636079665942816,-0.03925878991140053
-0.03045701487280894,0.0030355706712725805,-0.044111286115366966
-0.03088706944254227,0.001087876171368407,-0.04610882751876488
-0.028219210435054265,0.0021156279217393603,-0.044635289668804035
-0.02450694955768995,0.005263081220618915,-0.04474087108974345
-0.024504961402271874,0.005670292466675164,-0.04936625555274077
-0.025534816813888028,0.005718417014577426,-0.054932315833866596
-0.026166309908148833,0.00625879783910932,-0.05388805948314257
-0.026536896257312037,0.005363815034797881,-0.04916587204206735
-0.02690596375032328,0.0024871492314559873,-0.04627760426956229
-0.02793306703097187,0.00045546175897470675,-0.04560085289995186
-0.02877161023207009,0.00030974885589785117,-0.04687264663516544
-0.029289729354786687,0.0007453210173480329,-0.047035231546033174
-0.030657847673865035,0.00031325902227763436,-0.046304379793582484
-0.03078695954172872,-0.0008245417006946809,-0.04530809383140877
-0.027755086193792522,-0.0013243969760878826,-0.0422038538090419
