Sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used.1,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel
126.0,-16416.372826,-10578.968892,-847.511095,-22497.61194,4335.076134,4885.152565,-6674.342653,692.881726,5739.21272,-9654.768962,-6301.068521,2847.299319,659.711738,4389.279114,-26159.900565,-10921.1741,0.004344,-0.016813,1.006406,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743274,0.0
128.0,-16233.647315,-10394.723462,-699.028456,-22330.242077,4477.881429,4971.340891,-6525.323573,839.978557,5775.109622,-9580.762336,-6242.104619,2903.513956,707.857395,4433.714382,-26096.511018,-10869.765087,0.004172,-0.015406,1.003203,192.0,0.0,16.0,127.5,72.0,15.5,32.0,0.0,0.0,0.0,1770887447.743291,0.0
130.0,-16386.600302,-10546.424752,-818.543234,-22473.025021,4361.518247,4898.809481,-6650.582749,722.944823,5785.21261,-9535.298888,-6197.043502,2939.679079,746.10123,4480.764804,-26047.538346,-10825.843909,0.004172,-0.015406,1.003203,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743315,0.0
132.0,-16322.741368,-10485.896228,-772.342178,-22414.597561,4411.921431,4940.070801,-6602.973533,759.512277,5745.582967,-9683.558009,-6328.069428,2824.031153,636.398868,4367.866143,-26192.779981,-10946.208053,0.004172,-0.015406,1.003203,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743328,0.0
134.0,-16271.242949,-10435.448341,-728.957442,-22363.277955,4457.876618,4963.182505,-6565.78023,804.126359,5808.369018,-9499.022007,-6172.568342,2965.271826,769.995245,4499.786139,-26008.13222,-10788.963531,0.004172,-0.015406,1.003203,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.74334,0.0
136.0,-16406.627465,-10567.390688,-838.682155,-22493.655681,4357.047898,4907.146681,-6672.845086,696.010971,5751.081497,-9643.034296,-6299.01216,2857.245845,663.042148,4406.959344,-26153.55267,-10905.214954,0.004172,-0.015406,1.003203,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743353,0.0
138.0,-16241.40337,-10403.172422,-705.264593,-22334.555964,4499.2944,4986.093043,-6538.734619,823.61708,5772.472116,-9581.388185,-6250.084192,2899.580049,716.999259,4447.594815,-26079.076657,-10854.252977,0.004172,-0.015406,1.003203,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743366,0.0
140.0,-16387.561427,-10546.26829,-821.046629,-22468.867596,4388.049768,4918.903699,-6657.78001,711.701895,5778.663549,-9544.217234,-6213.695552,2927.38562,748.694032,4478.730795,-26034.551982,-10814.042188,0.004,-0.008,1.0,192.0,0.0,16.0,127.5,96.0,15.5,32.0,0.0,0.0,0.0,1770887447.743378,0.0
142.0,-16323.568383,-10484.64453,-771.895143,-22410.976578,4439.145856,4947.245711,-6604.98519,751.823276,5739.905624,-9673.276207,-6336.67485,2823.517063,647.44063,4373.655245,-26166.337868,-10927.253774,0.004,-0.008,1.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743391,0.0
144.0,-16284.385775,-10450.468713,-736.199407,-22374.051496,4461.899932,4956.991071,-6573.960969,789.061283,5801.037645,-9507.694484,-6183.163069,2953.894788,772.230419,4504.122377,-25993.603586,-10788.404738,0.004,-0.008,1.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770887447.743404,0.0
